UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
18775796,3977721,09/09/2018,21:45,cc8db135-6d4a-4f0a-92ce-baa6601b28f0,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2011,Northeast,1,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified
18987303,4158546,06/23/2019,4:05,0d0de44f-946c-4957-8bca-c1087a352be7,NY,Motorcycle,KAWK -MCL,,2000,Unknown,0,,,,Parked,Left Side Doors,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,Left Side Doors,N,,Unspecified,Unspecified
14785354,3254449,07/08/2015,10:30,2,NY,PASSENGER VEHICLE,,,,,,,,,Slowing or Stopping,,,,,,,,Unspecified,
15002507,3365349,01/04/2016,19:10,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Unspecified,
18814518,4049842,12/21/2018,15:30,bbf8c61b-1eec-43e5-83fc-ea59d0b987cd,NY,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2012,North,1,M,Licensed,NY,Making Right Turn,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,Right Front Quarter Panel,,N,,Driver Inattention/Distraction,Turning Improperly
14389526,293320,07/15/2012,1:50,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,
11319346,335652,05/14/2014,14:56,1,NY,PASSENGER VEHICLE,,,,,,,,,Making Left Turn,,,,,,,,Unspecified,
13228150,239440,09/13/2012,12:00,1,NY,OTHER,,,,,,,,,,,,,,,,,Unspecified,
13849781,3097347,09/14/2013,10:05,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
18677351,3920554,06/13/2018,11:22,534e6157-277b-405c-ae1b-d3c14d1f823f,NY,Sedan,TOYT -CAR/SUV,,2017,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
19622045,4256000,12/10/2019,10:29,631ec5c2-60f7-41b5-b35c-973659c392e9,NY,Station Wagon/Sport Utility Vehicle,KIA -CAR/SUV,,2019,Unknown,1,,,,Parked,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
17181372,3465009,06/20/2016,15:00,426448,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2007,West,1,F,Permit,NY,Starting from Parking,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
17553895,3663649,05/04/2017,20:35,693bf87c-d39e-4a81-8663-3444c0b42405,NJ,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2015,South,1,M,Licensed,NJ,Going Straight Ahead,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,No Damage,N,,Unspecified,Unspecified
12457941,206756,07/24/2013,9:30,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
11054769,132874,07/02/2013,21:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14474509,3127676,11/26/2014,10:45,1,IA,OTHER,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19535625,4274367,01/12/2020,20:43,2f9ca45f-7093-4f17-8019-2294bc5d1ec9,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2015,South,0,,,,Parked,Left Side Doors,Left Side Doors,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19091344,4207065,09/16/2019,12:52,dc8272a5-79a7-4a29-87f6-8daf13ed8cd5,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2017,South,0,,,,Parked,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
11915062,177193,03/13/2013,10:44,1,NJ,OTHER,,,,,,,,,,,,,,,,,Unspecified,
14581062,3172293,02/17/2015,18:30,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Changing Lanes,,,,,,,,Lost Consciousness,
17198738,3477371,07/09/2016,12:40,499366,NY,4 dr sedan,TOYT -CAR/SUV,,1999,West,2,M,Licensed,NY,Making Right Turn,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,No Damage,No Damage,Unspecified,,Unspecified,Unspecified
17806207,3849650,02/20/2018,9:30,c9d2e2ea-11e2-426a-ac9d-f81a4c51f57f,NY,Sedan,HOND -CAR/SUV,,2016,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
18866120,4038492,12/05/2018,8:00,dc9a32a2-d4b2-4aef-8c67-419dfe4c5271,NY,Sedan,MAZD -CAR/SUV,,2008,South,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,,,N,,Unspecified,Unspecified
13986038,276795,07/22/2013,6:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
17359236,3564571,11/18/2016,7:06,1089477,NY,Sedan,MERZ -CAR/SUV,,2014,West,1,M,Licensed,NY,Making Right Turn,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,,,N,,Unspecified,Unspecified
14836387,3282024,08/21/2015,13:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Backing,,,,,,,,Unspecified,
9975750,85032,02/19/2014,13:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
13414795,248924,02/07/2013,18:30,2,NY,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,Unspecified,
19681268,4316954,05/31/2020,13:26,f17cb387-56d2-4254-b6b4-ae9ac6fd3d30,NY,Ambulance,FORD-TRUCK/BUS,,2015,North,2,F,Licensed,NY,Making Right Turn,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Passing Too Closely,Other Vehicular
14504709,3140567,12/20/2014,15:55,2,NY,PICK-UP TRUCK,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19052264,4188556,08/14/2019,0:30,fcb192f4-0e91-4d39-9c2d-7cd34056168f,NY,Sedan,LINC -CAR/SUV,,2011,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,,,N,,Other Vehicular,Unspecified
17487701,3690641,06/10/2017,14:00,bdc3a185-e77c-488a-ae0c-1b19e24ab47c,NY,Sedan,NISS -CAR/SUV,,2015,North,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
12054621,187107,11/20/2013,22:23,1,NY,OTHER,,,,,,,,,,,,,,,,,Unspecified,
17150703,3512181,08/31/2016,12:33,736931,NY,,,,,Unknown,,,,,,No Damage,No Damage,No Damage,,,N,,Unspecified,Unspecified
10667828,114778,04/12/2013,9:10,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Pavement Slippery,
17756960,3890950,04/28/2018,0:00,181682dd-6a74-4710-adfd-f6719ed9f5d2,NY,PK,CHEV-TRUCK/BUS,,2005,West,2,M,Licensed,NY,Making Right Turn,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
17300947,3531929,10/02/2016,20:30,895606,NY,Sedan,BMW -CAR/SUV,,2006,South,1,M,Licensed,NY,Changing Lanes,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,,Following Too Closely,Unsafe Speed
12460698,207903,12/04/2013,13:50,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Backing Unsafely,
17039215,3443820,05/15/2016,9:45,280981,NY,4 dr sedan,NISS -CAR/SUV,NISS ZZZ,2006,North,3,F,Licensed,NY,,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
18876804,4044629,12/14/2018,10:00,9c62a13a-9daa-4ad3-96b5-678b31f9b8f8,,,,,,South,,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,Unspecified,,Driver Inattention/Distraction,
10226970,94172,10/18/2013,8:35,1,NY,BUS,,,,,,,,,,,,,,,,,Unspecified,
10607835,2937951,07/20/2013,13:39,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,
17253128,3468084,06/23/2016,14:20,441760,NJ,Box Truck,ISU-TRUCK/BUS,,2016,West,1,M,Licensed,NJ,Making Left Turn,Left Side Doors,No Damage,,,,N,,Driver Inattention/Distraction,Unspecified
18502098,4060187,01/15/2019,9:00,edf1c57e-9820-4649-94d8-d1d3716f0dc3,,,,,,,,,,,,,,,,,Unspecified,DAMAGED SLIDING DOOR ENTRANVE TO HOTEL,,
17805647,3866513,03/13/2018,13:15,d02fd6ab-a328-439c-92fe-a223f2b9c9ed,NY,Sedan,VOLK -CAR/SUV,,2016,East,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,Right Rear Quarter Panel,No Damage,N,,Unspecified,Unspecified
17823055,3881119,04/14/2018,16:01,fdacd065-e40e-4ddd-b8a0-d1f116697622,NY,Sedan,BMW -CAR/SUV,,1994,North,2,M,Licensed,NY,Making Left Turn,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,Right Rear Bumper,,N,,Unspecified,Unspecified
14940476,3334123,11/14/2015,12:40,2,NY,TAXI,,,,,,,,,Making Right Turn,,,,,,,,Other Vehicular,
12839947,222634,03/03/2013,11:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,View Obstructed/Limited,
17820647,3877502,04/09/2018,7:55,b44a89ef-aae2-4fe1-9363-a1de4200aa46,NY,Bus,MCIN-TRUCK/BUS,,2007,North,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
14987299,3357683,12/20/2015,16:00,2,NY,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
8889537,31345,12/22/2013,17:02,1,PA,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
11969118,180325,12/28/2012,19:10,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
8394970,1928,02/21/2013,21:45,2,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17785834,3869273,03/25/2018,15:47,b7d136d8-5cd4-4d31-9ede-bb0e309d39da,NY,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2014,North,1,M,Licensed,NY,Parked,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
13662232,1035271,10/06/2014,9:12,1,NY,PASSENGER VEHICLE,,,,,,,,,Making Right Turn,,,,,,,,Driver Inattention/Distraction,
11563718,158298,06/24/2013,23:40,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17413991,3578535,12/12/2016,13:40,1216898,NY,Sedan,NISS -CAR/SUV,,2001,West,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Traffic Control Disregarded,Unspecified
14408029,300872,01/30/2014,9:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19603743,3680560,05/30/2017,10:35,2958038d-7ff7-40e1-a5c9-59109a527a57,NY,Box Truck,ISU-TRUCK/BUS,,2015,East,1,M,Licensed,FL,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Passing Too Closely,Unspecified
13759144,1026374,09/17/2014,15:10,1,NY,PASSENGER VEHICLE,,,,,,,,,Backing,,,,,,,,Unspecified,
18530683,4082949,02/08/2019,17:30,d987f583-8bbb-438e-95b8-f3784e66e2f3,NY,Sedan,HOND -CAR/SUV,,2015,South,4,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Driver Inattention/Distraction
17212010,3475118,07/04/2016,12:45,484835,NY,4 dr sedan,VOLK -CAR/SUV,,2013,East,2,M,Licensed,NY,Making Right Turn,Right Rear Quarter Panel,Right Side Doors,Right Rear Bumper,Right Front Quarter Panel,No Damage,N,,Failure to Yield Right-of-Way,Unspecified
8533094,10838,05/18/2013,9:55,2,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
12312604,199329,03/14/2013,9:20,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
11916154,177744,06/07/2013,21:20,2,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,
14397025,296323,01/27/2013,15:05,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14594343,3177880,03/01/2015,14:01,1,NY,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
12956530,229323,12/12/2012,13:30,1,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
19547786,4276266,01/20/2020,4:45,0695d9ee-5af5-4778-b2c7-fb9d4173ec57,GA,Sedan,INFI -CAR/SUV,,2005,North,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
19959382,4404036,03/05/2021,17:40,7fbe7fdf-e353-45f5-b206-ff67c396e4bc,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2013,South,0,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified
14610732,3182091,03/07/2015,10:35,2,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
17253975,3502208,08/17/2016,11:10,670026,NY,Sedan,HOND -CAR/SUV,,2016,North,2,M,Licensed,NY,Changing Lanes,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unsafe Lane Changing
19819548,4379315,12/26/2020,21:29,b105bfc5-f1f5-42a0-a096-4b36cd3378cc,NY,Sedan,TOYT -CAR/SUV,,2016,West,1,U,Licensed,NY,Stopped in Traffic,Left Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified
17196406,3492971,08/01/2016,1:30,590515,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2015,North,2,M,Licensed,NY,Parked,Right Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified
19028800,4177919,06/17/2019,0:30,16ebc2ba-0df7-435b-96ed-bfdb44643373,NY,Taxi,TOYT -CAR/SUV,,2016,South,1,M,Licensed,NY,Slowing or Stopping,Right Rear Bumper,Right Rear Bumper,Right Rear Bumper,Center Back End,Right Rear Bumper,N,,Unspecified,Unspecified
14600624,3180282,03/05/2015,9:45,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14645288,3198806,04/07/2015,10:06,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
13436629,1037339,10/10/2014,19:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Stopped in Traffic,,,,,,,,Unspecified,
18785119,3983916,09/19/2018,8:03,27a37c0b-7c29-4da9-8b37-39d435087aec,NY,Sedan,PONT -CAR/SUV,,2005,West,2,F,Licensed,NY,Going Straight Ahead,Right Rear Bumper,Right Rear Bumper,Right Rear Bumper,Right Rear Quarter Panel,Right Rear Bumper,N,,Unspecified,Unspecified
9564465,64528,08/26/2013,16:44,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
8480005,7605,06/13/2013,14:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
14988133,3358101,12/21/2015,12:40,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19570092,4290417,02/18/2020,18:20,406006de-75fe-4da9-8832-390eba68f83c,NY,Pick-up Truck,FORD -CAR/SUV,,2018,South,5,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
14837416,3282542,08/22/2015,12:20,2,NY,PASSENGER VEHICLE,,,,,,,,,Backing,,,,,,,,Backing Unsafely,
11811038,2977050,09/02/2014,11:20,2,NY,SMALL COM VEH(4 TIRES),,,,,,,,,Changing Lanes,,,,,,,,Turning Improperly,
18739628,3939738,07/11/2018,6:45,05280c1d-bd4a-4fbc-8219-bf88d53d7f01,,,,,,East,,,,,Going Straight Ahead,Left Rear Quarter Panel,Left Side Doors,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified
13424566,253126,11/17/2013,0:05,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17394542,3586025,12/24/2016,16:40,1245685,NY,Sedan,DODG -CAR/SUV,,2013,North,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Quarter Panel,N,,Unspecified,Unspecified
20002065,4432876,06/29/2021,15:05,70313bfe-963a-41ec-9ea8-6ba0b9939161,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2019,North,1,F,Licensed,NY,Going Straight Ahead,Right Side Doors,Left Front Bumper,Right Side Doors,,,N,,Unspecified,Unspecified
17226733,3588774,12/17/2016,14:30,1264267,NY,Sedan,NISS -CAR/SUV,,2003,West,1,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Following Too Closely,Unspecified
10610386,113130,01/13/2014,14:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17152793,4022986,06/12/2016,15:40,397460,NY,Taxi,FORD -CAR/SUV,,2008,South,1,M,Licensed,NY,Making Right Turn,Left Front Bumper,Center Front End,Center Front End,,,N,,Driver Inattention/Distraction,Cell Phone (hands-free)
11313791,2960099,10/24/2012,15:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14598223,3178688,03/01/2015,16:28,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19158199,4237673,11/04/2019,7:15,c0a5317f-f448-435d-a586-4621be7d6e4f,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2016,West,3,M,Licensed,NY,Going Straight Ahead,Center Front End,Left Front Bumper,Center Front End,Right Front Bumper,Right Front Quarter Panel,N,,Following Too Closely,Unspecified
14930927,3329352,11/05/2015,18:55,1,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,Making Left Turn,,,,,,,,Unspecified,
11919996,335154,05/10/2014,13:09,1,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
11258350,2957703,07/23/2013,17:30,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
14738791,3237374,06/09/2015,7:00,2,NY,UNKNOWN,,,,,,,,,Other*,,,,,,,,Unspecified,
17509915,3668232,05/12/2017,12:58,3252a9b5-0186-44ec-973d-32e7f79e13db,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2015,West,1,M,Licensed,NY,Making U Turn,Left Front Bumper,Left Front Bumper,,,,N,,Traffic Control Disregarded,Unspecified
19953829,4409080,04/20/2021,11:25,c6604c76-7df6-43ef-bdfd-dcb76493d30d,PA,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2003,North,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
18889779,4047888,12/18/2018,13:50,e26671b4-c14b-4402-8665-942a6997860c,NY,Sedan,CHEV -CAR/SUV,,2012,East,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19848441,4392276,02/12/2021,7:00,38711c0b-5bf2-4e96-b24c-1c5d508d2d9e,NY,Sedan,TESL -CAR/SUV,,2021,South,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
14655917,3203229,04/15/2015,12:30,1,NY,OTHER,,,,,,,,,Parked,,,,,,,,Unspecified,
20015844,4436158,07/06/2021,22:45,aa7ba301-f5e6-419e-a096-a6a32020ad5a,ME,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2016,South,0,M,Licensed,NY,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
14474073,3127481,11/22/2014,10:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Traffic Control Disregarded,
19090364,4206449,09/14/2019,0:54,ab91f26c-8dd4-4055-a2d3-c3ea4bde8182,IN,Box Truck,INTL-TRUCK/BUS,,2020,East,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Other Vehicular,Unspecified
18641703,3990773,09/21/2018,8:00,d2413fc6-92fc-4c57-81f0-85647d868180,NY,,FORD,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19824869,4381861,01/05/2021,22:18,9338a1e3-b7fd-424c-b348-961592bcdc22,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2014,South,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
9974424,84472,12/05/2013,13:50,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
10666318,114072,10/22/2012,13:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19830872,4384570,01/17/2021,4:00,f418bba7-6c34-4a99-990a-be7e474dbe29,NY,Station Wagon/Sport Utility Vehicle,VOLV -CAR/SUV,,2018,East,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
12854958,342461,05/27/2014,18:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Changing Lanes,,,,,,,,Unspecified,
11171524,2811339,10/20/2014,15:06,1,NY,PASSENGER VEHICLE,,,,,,,,,Stopped in Traffic,,,,,,,,Driver Inattention/Distraction,
19613782,4300210,03/12/2020,12:25,d25795aa-ad36-4305-9219-1de667f28f10,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2011,South,1,M,Licensed,NY,Slowing or Stopping,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Following Too Closely,Unspecified
13980938,274437,12/21/2012,16:42,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19708918,4329466,07/17/2020,23:35,e0372a90-3fc3-498d-87e5-5c2a2d396c63,,Motorbike,,,,South,1,M,Unlicensed,,Going Straight Ahead,Center Front End,Center Front End,,,,Unspecified,,Driver Inattention/Distraction,Aggressive Driving/Road Rage
18998636,4165841,07/07/2019,18:40,73cde8dc-7d4e-450e-ac2d-180d64ff5429,NY,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2018,South,1,M,Licensed,NY,Backing,Left Rear Bumper,Left Rear Bumper,Center Back End,No Damage,No Damage,N,,Unspecified,Unspecified
14889902,3308764,10/04/2015,4:20,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Alcohol Involvement,
14769020,3247987,06/26/2015,22:00,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
17759528,3849493,02/20/2018,12:30,31b03e1a-b392-4a8f-b380-43803c5f3475,NY,Sedan,MERC -CAR/SUV,,2002,West,1,F,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified
19805468,4372871,12/02/2020,10:30,336ff8d8-ad53-46bf-8427-08d6ec67b29a,,,,,,,,,,,,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,Unspecified,,,
18586624,3918083,06/09/2018,22:40,f476e6b6-5afa-4262-bdc1-9a0a38c7ee61,NY,Taxi,INFI -CAR/SUV,,2016,East,0,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Passing or Lane Usage Improper,Driver Inattention/Distraction
17866385,3876497,04/07/2018,17:55,728f9d4d-85f3-4508-be1c-30b3ef1f91f3,NY,Sedan,AUDI -CAR/SUV,,2016,East,1,F,Licensed,NY,Parked,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
19657402,3768038,10/12/2017,9:50,caea811d-ff25-41de-8e20-9ed8118a3368,NY,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2005,East,0,M,Licensed,NY,Parked,Left Side Doors,Left Side Doors,Left Front Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
18839420,4049189,12/20/2018,17:55,2f1dcdea-ba36-4f83-94ea-ce4b135d9762,NY,Sedan,FORD -CAR/SUV,,2015,West,2,M,Licensed,NY,Changing Lanes,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,No Damage,No Damage,N,,Driver Inexperience,Unsafe Lane Changing
19742234,4344464,09/02/2020,20:05,bd2ca0b6-94e3-4646-857d-5d7402d7c941,NY,Sedan,INFI -CAR/SUV,,2018,West,0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19770268,4357035,10/12/2020,13:55,93cd3297-10ad-4de9-a554-ba2ef1b11792,NY,Bus,NOVA,,2015,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
17041168,3441223,05/14/2016,3:40,270325,VA,4 dr sedan,LEXS -CAR/SUV,LEXS R35,2015,North,0,,,,Parked,Right Rear Bumper,Right Rear Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
11743168,165667,01/15/2013,8:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19013177,4169753,07/13/2019,11:19,934a787f-089a-4716-984c-5e398cef1b5b,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2018,North,2,F,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,,Passing Too Closely,Reaction to Uninvolved Vehicle
19969842,4413704,05/04/2021,19:09,7e69b1d4-6d15-4e9f-9b48-8d492be9d36f,NY,Moped,niu,,2021,East,2,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Pavement Defective,Obstruction/Debris
19831078,4384640,01/16/2021,14:20,7d4b5426-829a-4612-9f76-da5aa338d527,,,,,,East,,,,,Changing Lanes,,,,,,Unspecified,,Driver Inattention/Distraction,Unspecified
