ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
69,139031,Bruckner Boulevard,Havemeyer Avenue,Castle Hill Avenue,NB,11/11/2014,566,308,236,219,290,503,865,1244,1248,1235,1184,1278,1333,1298,1413,1561,1489,1572,1546,1391,1158,1099,906,786
18,9012681,BROOKLYN QUEENS EXPRESSWAY,METROPOLITAN AVENUE,RODNEY STREET,SB,10/04/2016,1167,699,679,1087,2188,2178,3060,3234,3238,3077,2917,2746,2536,2708,3131,3196,2925,2827,2656,2878,2792,2466,1943,1842
218,29473,Gates Avenue,Classon Avenue,Franklin Avenue,WB,11/17/2017,23,17,8,9,15,15,56,178,213,120,78,96,118,95,87,109,105,90,92,66,95,91,66,66
162,36169,MADISON AVENUE,EAST 61 STREET,EAST 62 STREET,NB,11/12/2016,771,480,346,408,410,336,399,603,794,989,1146,1155,1250,1309,929,1114,1366,1378,1438,1333,1214,1140,1151,1382
124,129127,Linden Boulevard,144 Street,145 Street,WB,09/17/2017,245,177,128,127,112,101,169,199,266,308,382,340,342,415,409,394,375,373,385,420,351,273,255,211
53,89398,WHITE PLAINS ROAD,PENFIELD STREET,ST OUEN STREET,SB,09/20/2015,291,289,232,239,292,192,178,178,204,299,327,377,364,365,462,430,335,375,398,379,339,275,252,164
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/24/2018,335,170,142,122,153,296,660,1084,1123,899,813,896,940,1098,1398,1504,1529,1852,1624,1352,931,713,597,458
230,38636,West 125 Street,Frederick Douglass Boulevard,Manhattan Avenue,EB,10/15/2017,454,341,285,272,278,214,172,224,301,326,407,520,536,446,501,513,498,512,519,483,475,458,449,385
99,29764,NEW YORK AVENUE,ST MARKS AVENUE,PROSPECT PLACE,NB,09/16/2015,121,73,49,40,46,114,246,403,358,354,337,391,404,399,426,420,422,425,402,407,343,298,241,192
333,178549,Stillwell Avenue,Rhinelander Avenue,Pelham Parkway South,NB,11/07/2019,45,37,35,21,30,66,209,305,318,268,272,285,362,355,452,537,505,572,436,329,266,165,117,115
54,19984,Bay Ridge Parkway,19 Avenue,20 Avenue,EB,09/28/2014,203,147,99,73,86,50,75,151,229,303,391,430,486,516,498,493,518,436,492,508,418,330,236,170
177,110630,PARK AVENUE VIADUCT,EAST 42 STREET,43 STREET,SB,10/29/2015,160,78,62,21,42,121,466,752,801,797,826,817,786,797,777,809,824,868,896,916,903,761,795,668
244,57167,Lakewood Avenue,Inwood Street,Princeton Street,EB,09/27/2019,58,25,19,28,26,47,200,316,321,223,162,138,131,210,251,233,224,236,211,194,150,118,88,72
76,29014,8 Avenue,Montgomery Place,Garfield Place,NB,10/18/2019,294,131,64,74,101,248,504,846,1096,725,876,811,853,786,904,698,719,843,986,865,758,654,617,496
111,69836,East 149 Street,Morris Avenue,Park Avenue,WB,09/15/2014,216,153,111,102,125,168,454,984,877,626,592,654,651,699,715,771,810,849,722,611,512,371,295,258
39,148030,KINGS HIGHWAY,EAST  93 STREET,LENOX ROAD,NB,11/02/2016,46,25,24,13,21,36,130,298,185,136,134,129,164,157,238,287,236,249,208,167,159,111,88,62
222,37085,Columbus Avenue,West 73 Street,West 74 Street,SB,10/10/2017,449,324,237,162,264,419,771,1018,1447,1324,1196,1053,1063,1180,1016,1112,1149,1254,1361,1344,1219,1072,1039,806
220,31137,Meeker Avenue,North 8 Street,Union Avenue,WB,10/13/2014,292,135,98,98,112,198,342,425,531,539,570,616,625,594,611,592,624,606,617,587,558,458,336,334
171,95712,Conner Street,Hollers Avenue,Boston Road,NB,11/05/2019,154,115,71,84,159,332,613,775,724,708,686,747,832,840,884,800,929,812,754,603,483,410,330,234
39,152873,34TH AVENUE,92nd Street,93rd Street,EB,10/18/2019,166,135,131,114,160,149,186,257,265,256,295,303,382,357,376,409,453,388,349,441,371,331,302,288
39,167325,KINGS HIGHWAY,EAST  93 STREET,LENOX ROAD,SB,11/02/2016,227,105,71,52,83,166,397,710,724,606,517,523,591,606,689,783,746,761,737,703,589,402,343,268
194,145229,Eastern Parkway,Broadway,Bushwick Avenue,SB,11/09/2017,208,110,78,62,121,363,811,688,715,683,754,597,574,656,754,703,721,602,612,706,574,435,379,326
125,9014611,East Fordham Road,Southern Boulevard,Bronx River Parkway,EB,09/15/2014,526,330,221,224,319,614,962,1718,1666,1466,1501,1545,1727,1816,2062,2502,2862,2589,2390,1783,1611,1311,913,763
365,28775,New York Avenue,Farragut Road,Glenwood Road,NB,04/10/2018,46,16,14,14,12,32,67,113,121,111,127,135,186,126,173,150,172,185,199,159,140,130,83,62
60,38915,St. Nicholas Avenue,West 146 Street,West 147 Street,NB,09/24/2014,185,122,100,63,62,111,196,358,473,380,363,283,353,494,498,585,762,809,768,637,351,320,269,201
191,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,NB,10/03/2015,159,124,95,97,92,72,79,110,166,193,228,235,309,309,309,316,308,340,282,296,255,259,237,190
160,9013082,Grand Central Parkway,141 Street,Main Street,WB,10/17/2014,1742,1071,736,546,789,1236,2912,4823,4518,3720,3269,3262,3359,3959,5018,3956,4334,4695,4867,4617,4248,3794,3017,2911
112,140995,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET,FOREST PARK DRIVE,EB,10/08/2016,1363,841,662,656,703,800,1423,1702,1954,2160,2200,2495,2690,2734,2876,2637,2819,2794,2593,2535,2232,2001,1832,1569
270,42645,Rockaway Parkway,Avenue A,Church Avenue,NB,10/11/2014,240,167,103,89,104,136,304,381,417,536,534,509,541,576,604,412,590,575,604,578,528,438,408,338
297,2367,ARTHUR KILL ROAD,MAZZA COURT,KRISSA COURT,WB,10/25/2015,144,104,62,53,52,95,104,193,260,460,529,544,584,603,503,464,507,409,366,309,284,194,149,105
166,185651,Marmion Avenue,Cross Bronx Expressway,Fairmount Place,SB,11/01/2017,31,25,21,7,23,42,97,192,198,110,109,94,142,144,175,167,160,183,125,102,75,63,59,38
185,9008739,Horace Harding Expressway SR,Lawrence Street,136 Street,WB,11/15/2014,63,30,37,22,28,12,78,133,207,351,294,226,313,301,637,678,444,778,528,264,157,128,106,96
25,19641,13 AVENUE,72 STREET,73 STREET,NB,10/23/2016,43,61,45,19,18,16,33,52,115,147,172,183,202,153,171,125,140,111,124,172,118,104,81,53
196,49490,MYRTLE AVENUE,73 PLACE,74 STREET,WB,11/12/2015,53,51,25,18,40,122,241,366,304,276,273,268,270,335,425,465,466,454,430,315,245,170,129,120
223,74183,GRAND AVENUE,69 LANE,71 STREET,WB,11/14/2015,118,96,70,57,67,93,167,206,291,114,282,459,425,468,473,465,454,445,421,368,301,239,220,187
359,89865,Jewel Avenue,137 Street,138 Street,EB,04/10/2018,76,32,27,13,19,45,128,317,452,364,310,319,330,319,391,458,476,482,545,414,328,256,166,122
320,69836,East 149 Street,Park Avenue,Morris Avenue,EB,01/23/2018,219,151,116,83,109,222,579,872,762,669,625,624,469,665,740,727,746,747,777,663,556,425,336,260
308,155290,Richmond Ave,Yukon Ave,Yukon Ave,NB,09/25/2019,307,177,45,39,58,156,618,1288,1581,1606,1295,1411,1579,1545,1562,1528,1635,1355,1340,1320,1128,755,463,321
259,91315,Union Street,39 Avenue,Roosevelt Avenue,SB,09/24/2017,243,148,109,83,82,72,86,138,314,423,431,476,532,542,562,569,515,501,481,510,507,444,460,282
287,151704,Woodhaven Boulevard,73 Avenue,74 Avenue,SB,10/07/2017,556,434,270,218,324,618,901,1122,1361,1412,1458,1575,1631,1596,1614,1586,1527,1600,1557,1484,1263,1200,1009,839
329,33012,5 AVENUE,WEST 25 STREET,BROADWAY,SB,10/31/2015,1522,1721,1696,1311,1187,632,450,573,765,996,1271,1484,2051,1639,1588,2093,2045,1618,1293,1544,1911,1712,1545,1564
323,32366,Spring Street,Crosby Street,Broadway,EB,10/08/2019,317,357,398,343,453,388,312,240,165,124,172,155,227,156,127,57,63,97,186,260,271,259,264,355
45,46514,Rockaway Parkway,Avenue J,Avenue K,NB,09/30/2017,287,206,159,91,129,190,263,404,468,562,549,481,502,545,549,569,525,475,448,507,470,408,448,409
193,93653,East Tremont Avenue,Harding Avenue,Silver Beach Place,SB,11/09/2019,12,10,7,6,1,8,4,13,24,56,92,70,61,56,64,62,75,107,63,50,24,26,20,36
225,9001489,Morris Avenue,East 153 Street,East 156 Street,NB,09/15/2014,106,67,52,34,60,60,164,322,185,247,335,184,334,310,372,380,480,410,390,259,179,176,132,109
339,91191,Main Street,37 Avenue,38 Avenue,SB,04/12/2018,89,57,61,37,41,88,130,238,280,228,189,238,260,264,229,236,245,192,233,271,297,215,197,144
52,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/24/2017,70,50,36,33,39,93,149,186,258,218,293,227,232,211,161,253,282,300,242,210,172,151,127,107
122,132816,Baychester Avenue,Hutchinson River Parkway,Bartow Avenue,SB,09/27/2017,15,9,0,1,2,12,24,42,49,84,108,100,87,102,71,94,109,116,117,120,73,60,45,29
188,175499,JUNCTION BOULEVARD,NORTHERN BOULEVARD,34 AVENUE,NB,10/03/2015,204,143,85,67,97,78,140,194,213,214,280,297,281,300,284,274,297,311,299,273,267,282,217,166
193,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/06/2015,119,61,34,60,83,165,293,454,432,341,329,355,397,449,561,661,733,663,650,567,415,330,246,172
306,8119,BRADLEY AVENUE,HOLDEN BOULEVARD,QUEEN STREET,SB,09/12/2015,87,74,50,45,31,52,99,172,178,275,303,329,408,380,383,399,363,336,286,306,283,251,215,185
177,110630,PARK AVENUE VIADUCT,EAST 42 STREET,43 STREET,SB,10/26/2015,82,53,19,19,25,88,319,594,755,739,695,733,768,711,757,788,788,848,858,804,661,549,518,330
358,29256,WASHINGTON AVENUE,GATES AVENUE,FULTON STREET,SB,02/02/2016,69,26,13,15,28,30,112,199,297,254,253,273,225,236,253,344,328,309,347,268,190,212,132,127
153,26962,AVENUE P,CONEY ISLAND AVENUE,EAST 12 STREET,WB,11/05/2016,148,93,57,55,75,76,142,289,347,375,379,427,434,458,488,454,462,459,503,544,516,468,382,312
136,42362,REMSEN AVENUE,LENOX ROAD,LENOX ROAD,NB,10/11/2015,478,331,201,191,171,204,354,430,478,585,736,757,641,651,788,828,734,747,741,771,678,477,491,402
370,12809,LITTLE CLOVE ROAD,BRISTOL AVENUE,NORTHERN BOULEVARD,EB,03/11/2016,15,7,3,11,8,31,192,870,421,145,156,178,195,162,229,197,188,149,173,105,76,65,44,41
217,66637,48 STREET,56 ROAD,55 AVENUE,NB,11/15/2015,30,25,20,10,11,24,21,49,39,62,94,105,84,94,119,99,83,84,70,48,43,36,36,35
146,14602,HYLAN BOULEVARD,FINGERBOARD ROAD,WEST FINGERBOARD ROAD,NB,10/16/2016,117,74,40,35,32,76,147,150,220,330,414,429,459,358,349,320,341,330,305,280,249,177,156,87
173,81637,Corona Ave,94 St,Junction Blvd,EB,10/05/2019,263,182,130,95,157,134,144,250,286,322,370,391,407,338,334,406,351,361,431,411,405,360,292,288
189,47518,Pennsylvania Avenue,New Lots Avenue,Hegeman Avenue,NB,09/30/2017,523,375,291,233,296,337,470,581,648,753,803,780,930,867,889,977,938,856,968,883,880,746,707,647
133,140775,Ed Koch Queensboro Bridge,West Main Street,East Main Street,EB,11/16/2014,2157,2207,1935,1733,1667,1680,1104,860,1117,1173,1221,1259,1464,1689,1808,2033,2306,2229,2288,2390,2460,2520,2516,2402
350,160109,Victory Boulevard,South Gannon Avenue,Dr M L King Ep Nb En Victory Bl,WB,09/21/2019,269,158,92,70,78,119,233,467,783,988,984,1284,1316,1297,1272,1086,1079,1012,911,690,605,496,433,360
16,131907,47 Avenue,190 Street,189 Street,WB,10/01/2014,36,22,15,11,20,69,242,519,633,366,286,310,300,287,372,393,334,408,393,362,247,199,148,87
103,75335,Corona Avenue,92 Street,93 Street,WB,10/11/2014,154,109,76,75,84,98,165,262,310,339,420,388,405,393,432,461,398,396,406,374,354,331,236,206
138,81694,63 Drive,Austin Street,Wetherole Street,EB,10/02/2017,80,33,25,21,30,90,235,422,531,489,384,325,399,401,413,434,459,496,536,436,363,229,183,113
26,116269,225 St,114 Rd,Dead End,NB,10/06/2019,1,4,1,3,1,2,7,2,7,6,10,5,20,19,17,19,11,9,12,10,7,4,13,7
87,275873,MYRTLE AVENUE,FREEDOM DRIVE,PARK LANE SOUTH,EB,11/10/2015,24,20,16,18,50,136,303,329,327,223,188,196,209,199,230,264,249,266,213,174,131,109,76,51
191,178395,East Gun Hill Road,Bronx River Parkway,Dead End,EB,11/05/2019,313,147,118,111,130,256,471,786,749,778,739,809,838,813,801,860,893,867,877,777,720,608,514,527
23,19761,14 AVENUE,72 STREET,73 STREET,SB,10/17/2016,40,11,12,8,13,32,70,209,188,165,145,173,176,186,242,215,257,215,225,161,121,81,77,45
289,107111,Southern Boulevard,163 Street,Aldus Street,SB,09/28/2014,187,197,148,130,113,101,121,129,162,171,192,212,169,111,151,135,140,281,225,237,190,238,190,150
255,98008,NORTHERN BOULEVARD,OCEANIA STREET,CORPORAL KENNEDY STREET,WB,11/10/2015,121,87,49,39,59,280,1085,1606,1322,1039,1007,989,1001,935,1011,1089,1048,1250,1239,1041,735,553,482,243
141,81722,Junction Boulevard,Long Island Expressway,62 Drive,SB,10/06/2017,138,72,50,49,71,92,294,470,483,473,469,466,535,492,487,564,558,571,507,557,511,421,317,242
17,96671,188 Street,Rio Drive,Henley Road,SB,09/27/2019,262,178,123,90,87,192,287,480,630,463,410,446,507,553,575,639,778,838,662,648,613,518,510,430
109,36012,West 57 Street,5 Avenue,6 Avenue,WB,10/04/2017,290,190,151,144,180,308,546,614,703,728,616,601,697,506,482,506,400,373,483,415,404,485,488,416
43,21327,39 Street,12 Avenue,13 Avenue,WB,09/22/2019,40,22,26,19,13,28,31,54,102,97,128,146,106,146,117,181,156,137,139,106,99,83,80,46
107,70155,East 138 Street,St. Anns Avenue,Cypress Avenue,WB,10/02/2014,76,52,52,34,55,86,217,282,272,263,251,312,243,236,244,232,355,304,203,222,154,141,121,114
149,260318,Sheridan Expressway,East 173 Street,East 174 Street,NB,11/12/2017,673,487,379,363,379,314,337,381,446,480,647,703,701,783,833,880,925,911,975,803,864,719,607,523
213,22345,9 Street,9 Street Bridge,2 Avenue,EB,11/17/2017,66,40,29,14,39,84,150,169,190,249,251,222,257,236,285,282,309,260,284,217,175,209,137,134
265,101855,Marathon Parkway,Rushmore Avenue,Morenci Lane,NB,10/13/2017,12,5,7,8,13,45,238,389,328,205,183,205,210,197,286,259,276,341,315,264,133,73,66,31
341,78877,Westchester Avenue,East 167 Avenue,Home Street,EB,10/05/2014,303,332,275,211,218,184,156,240,285,322,395,493,447,426,525,531,488,551,520,556,513,354,364,279
28,22921,3 AVENUE,PACIFIC STREET,DEAN STREET,SB,10/08/2016,58,42,29,39,85,186,252,60,58,54,80,79,106,132,130,133,167,126,137,142,108,104,80,75
147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/10/2019,74,53,39,37,61,165,307,307,280,343,269,226,244,278,308,325,348,364,256,265,222,174,171,127
80,9001818,EAST 156 STREET,BROOK AVENUE,ST ANNS AVENUE,WB,10/11/2015,60,110,59,67,41,20,40,71,77,95,98,141,169,197,179,187,218,154,201,150,139,95,124,74
283,119816,Southern Boulevard,Crotona Park East,East 175 Street,SB,11/23/2014,168,153,119,107,96,96,86,116,152,206,226,286,293,284,301,320,317,383,325,233,233,209,196,184
303,8288,RICHMOND AVENUE,HILLMAN AVENUE,AKRON STREET,SB,09/17/2015,142,68,35,38,44,91,257,541,617,572,589,611,702,690,774,904,1066,988,917,806,602,388,339,188
21,36671,2 Avenue,East 74 Street,East 75 Street,SB,10/09/2019,999,734,512,436,530,645,1071,1091,1144,1095,1024,932,864,933,943,1091,1123,1102,1173,1138,1193,1069,1224,1199
361,26818,Ocean Parkway,Lawrence Avenue,Parkville Avenue,SB,10/22/2014,954,807,476,319,221,247,312,605,1030,1106,1062,1037,1344,1294,1366,1599,1725,1596,1416,1575,1587,1396,1255,1126
304,7431,RICHMOND ROAD,BISHOP STREET,NADINE STREET,WB,10/09/2015,111,45,27,26,37,55,136,329,345,393,398,393,462,443,530,651,724,659,373,396,250,201,197,150
275,9003591,Myrtle Avenue,Tompkins Houses Pedestrian Path,Throop Avenue,WB,10/08/2019,43,41,31,22,31,100,242,270,265,248,214,185,180,154,167,126,129,116,102,95,108,106,92,105
359,25484,Ocean Parkway,Avenue T,Avenue S,NB,10/24/2014,296,174,107,55,78,140,474,1209,1815,1788,1589,1372,1233,1236,1354,1346,1402,1210,875,746,644,478,476,359
114,28514,Bedford Avenue,Farragut Road,Glenwood Road,SB,10/05/2019,67,38,34,19,25,39,37,101,107,93,155,146,154,163,163,153,173,160,136,159,150,149,117,111
360,37277,West End Avenue,West 97 Street,West 98 Street,SB,10/11/2019,144,100,53,37,67,125,247,372,351,421,368,440,430,402,393,400,344,400,414,434,397,339,286,228
282,275887,Maurice Avenue,56 Drive,56 Avenue,NB,10/01/2017,197,187,127,129,178,156,138,154,485,214,199,239,305,308,255,284,285,348,335,263,199,205,182,226
306,156599,Queens Boulevard,78 Avenue,Dead end,WB,10/16/2019,158,78,39,26,100,1224,2361,3109,2613,1782,1184,1031,993,880,979,1120,1300,1440,1126,891,621,494,369,256
217,148195,Grand Concourse,East 187 Street,Connector,NB,11/05/2019,122,82,67,46,74,101,196,325,379,371,358,408,405,379,424,354,389,435,373,338,287,280,209,140
221,37189,Central Park West,74 Street,75 Street,SB,10/12/2017,148,75,46,34,43,68,191,388,605,613,545,602,559,554,537,514,474,573,595,593,386,381,346,289
361,26818,Ocean Parkway,Parkville Avenue,Lawrence Avenue,NB,10/19/2014,590,416,304,231,288,372,600,822,1147,1555,1705,1793,1884,1867,1886,1664,1643,1514,1440,1305,1094,912,736,510
304,26818,Ocean Parkway Main Road,Lawrence Avenue,Parkville Avenue,NB,10/28/2017,369,291,223,212,328,391,602,916,1074,1227,1227,1253,1396,1323,1262,1244,1262,1381,1324,1292,1339,1190,987,709
129,113134,Sedgwick Avenue,West 183 Street,Fordham Road,SB,11/01/2017,110,94,41,41,43,82,235,458,466,318,299,291,319,305,420,427,492,527,444,306,297,246,146,129
186,41736,Clarendon Road,Brooklyn Avenue,East 37 Street,EB,11/14/2017,121,65,56,47,72,124,221,377,433,343,331,318,365,359,367,419,474,463,401,390,345,301,238,170
29,79732,EAST 181 STREET,RYER AVENUE,ANTHONY AVENUE,WB,11/08/2015,128,82,83,71,118,39,80,60,70,86,101,129,161,175,168,208,199,189,198,227,179,144,128,103
317,42135,Utica Avenue,Farragut Road,Glenwood Road,NB,11/05/2014,171,96,68,56,56,77,184,365,617,490,410,324,446,422,456,492,512,484,508,412,337,307,242,212
182,188574,East 133 Street,Bruckner Boulevard,Bruckner Boulevard,EB,11/08/2019,162,96,112,132,189,365,534,473,475,322,325,374,342,326,319,402,664,815,629,630,473,255,248,262
16,131907,47 Avenue,190 Street,189 Street,EB,09/27/2014,72,42,37,29,26,38,69,128,302,333,327,324,387,376,359,355,365,335,332,334,283,216,204,128
159,106919,MORRIS AVENUE,CONCOURSE VILLAGE EAST,EAST 156 STREET,SB,10/09/2016,453,339,245,227,206,160,141,180,226,281,337,401,458,515,562,585,594,568,573,576,491,469,381,270
178,134170,F D R DRIVE,30 STREET,34 STREET,SB,10/14/2015,1163,600,438,385,764,1925,3215,4113,4255,4010,3110,3453,3549,3597,3699,3715,4195,4523,3545,4141,3440,2836,2588,2187
16,177868,ROSEDALE AVENUE,CROSS BRONX EXPRESSWAY SB SR,BRIDGE MIDPOINT (ABOVE CROSS BRONX EXPRESSWAY),NB,11/06/2015,162,85,55,55,86,161,479,951,914,538,537,565,517,674,707,768,844,758,746,630,606,482,364,346
192,23561,Layafette Street,Duane Street,Reade Street,SB,10/04/2014,319,240,163,156,140,127,174,212,259,257,310,354,347,399,454,523,449,396,373,399,368,383,388,295
234,254677,Jackson Avenue,Court Square,44 Drive,EB,10/14/2019,58,61,56,43,70,89,211,251,363,335,314,336,343,324,305,342,323,395,299,318,216,177,142,133
63,19805,60 Street,11 Avenue,12 Avenue,EB,09/23/2019,98,81,54,36,53,64,114,189,235,295,248,295,299,260,251,255,277,313,282,248,207,164,143,149
238,246365,Park Row,Broadway,Beekman Street,WB,10/08/2014,95,47,65,42,49,90,373,438,551,603,511,455,434,439,442,481,529,522,535,461,383,394,281,154
248,163602,Ocean Parkway,Caton Avenue,Albemarle Road,NB,10/22/2014,29,22,3,6,11,22,63,96,181,116,63,75,87,60,75,82,93,79,77,60,46,39,35,20
259,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,SB,11/10/2015,48,18,12,14,3,26,70,151,222,168,150,173,168,177,367,290,250,355,294,202,160,122,70,63
56,22924,ATLANTIC AVENUE,3 AVENUE,4 AVENUE,WB,10/06/2016,359,219,109,132,213,626,1500,1432,1261,1225,992,986,1002,1061,1105,1167,1204,1110,1156,919,837,706,801,582
224,9003579,Morris Avenue,156 Street,Park Avenue,NB,09/16/2014,232,136,80,74,82,125,323,593,732,657,594,551,546,720,717,844,918,987,968,614,496,494,338,312
180,41144,Utica Avenue,Avenue K,Avenue L,NB,11/04/2017,181,132,82,60,71,73,144,219,336,368,420,544,544,599,543,679,557,619,504,481,446,413,416,272
277,9012807,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,SB,10/26/2015,143,66,40,71,103,328,718,1396,1309,1050,995,1094,1218,1249,1526,1759,1794,1874,1656,1330,1032,750,453,260
225,9001489,Morris Avenue,East 156 Street,East 153 Street,SB,09/16/2014,33,32,20,22,28,71,231,471,446,321,251,217,203,208,232,286,329,325,233,185,142,79,68,86
73,33471,10 AVENUE,WEST 27 DRIVE,WEST 28th STREET,NB,11/18/2016,751,534,345,254,198,399,507,543,599,688,708,879,925,1009,1122,1283,1222,1243,1356,1318,1255,1197,1090,1153
369,78877,Westchester Avenue,East 167 Street,Home Street,WB,03/10/2018,348,322,220,230,205,193,222,385,479,549,643,571,654,673,783,866,680,667,654,622,607,519,480,447
349,227709,CHERRY STREET,CATHERINE SLIP,MARKET STREET,WB,10/04/2015,39,29,20,20,13,22,14,13,22,76,105,72,86,78,79,76,57,75,64,63,44,43,47,60
237,30310,Park Avenue,Washington Avenue,Hall Street,EB,03/15/2015,172,154,105,85,61,50,69,87,113,186,243,281,364,329,420,442,352,388,357,301,273,224,183,169
42,86910,ZEREGA AVENUE,STORY AVENUE,HERMANY AVENUE,SB,10/31/2015,101,78,59,66,60,158,133,168,210,271,319,343,395,412,413,412,433,390,396,347,310,213,165,118
234,158778,Park Avenue,East 99 Street,East 100 Street,NB,09/28/2014,110,43,47,41,42,41,123,113,106,149,198,268,245,138,423,365,408,413,440,321,263,263,126,82
244,135047,North Boundary Road,North Hangar Road,JFK Expressway,SB,10/04/2014,63,34,21,24,42,58,58,77,90,90,114,123,94,141,113,144,129,125,110,65,81,111,84,58
273,156450,164 Street,65 Avenue,67 Avenue,NB,10/14/2017,134,96,59,42,45,56,79,177,270,332,361,364,486,491,450,533,502,503,430,486,389,285,228,214
147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/07/2019,101,49,47,34,53,159,293,296,253,306,238,332,342,380,347,305,332,334,254,218,204,166,150,131
275,9003591,Myrtle Avenue,Tompkins Houses Pedestrian Path,Throop Avenue,WB,10/13/2019,112,103,82,77,58,40,57,80,109,123,144,178,161,217,234,190,142,193,186,105,64,119,145,138
342,147346,204 Street,Grand Concourse,Valentine Avenue,EB,04/15/2018,105,77,37,19,34,26,19,14,48,60,67,54,79,85,80,66,97,95,110,93,74,74,51,39
347,36705,VERNON BOULEVARD,46th Road,47th Avenue,SB,11/15/2019,92,52,35,44,40,96,204,255,322,273,321,298,276,313,419,299,328,282,228,242,197,187,148,177
368,37379,Madison Avenue,East 73 Street,East 74 Street,NB,04/10/2018,823,502,353,335,315,578,1072,1306,1242,1117,1117,1166,1074,1059,1207,1259,1269,1150,1120,1316,1277,1201,1287,1072
335,38916,West 145 Street,St. Nicholas Avenue,Edgecomb Avenue,EB,09/24/2014,56,45,37,15,31,62,140,277,294,266,266,156,212,246,353,406,393,422,359,303,304,255,130,103
226,100274,Hillside Avenue,214 Street,Vanderveer Street,EB,10/19/2019,221,146,116,77,79,81,149,263,380,502,556,551,657,693,646,691,651,672,594,508,455,409,318,291
156,29902,Gates Avenue,Tompkins Avenue,Throop Avenue,WB,10/13/2014,48,27,20,14,19,24,55,82,105,107,104,107,141,125,122,131,138,117,127,109,75,67,73,32
314,134071,Van Wyck Expressway,East Meadow Lake Bridge,Jewel Avenue,SB,11/17/2014,1106,809,492,656,1169,2205,3124,3261,3403,3151,2801,2679,2657,2739,2612,2715,2683,2500,2709,2426,2145,2067,1792,1302
9,146142,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,WB,09/18/2015,107,88,66,52,58,69,168,246,288,288,263,288,260,266,285,367,366,344,347,296,318,272,228,225
245,43194,Lewis Avenue,Chauncey Street,Fulton Street,NB,10/13/2019,131,104,110,82,91,63,67,121,119,157,227,245,242,217,294,297,272,262,296,223,207,171,139,133
349,132595,White Plains Road,East 215 Street,East 216 Street,SB,09/16/2014,244,183,123,78,72,87,120,249,426,445,349,388,341,372,403,405,453,424,446,379,371,334,262,245
153,19559,Ft. Hamilton Parkway,66 Street,67 Street,SB,09/27/2014,150,97,60,52,58,72,114,216,270,362,425,424,434,426,450,444,435,437,410,427,367,402,483,352
190,96504,Horace Harding Expressway SR,193 Street,192 Street,WB,10/03/2014,42,24,7,19,13,70,513,917,557,307,309,291,331,351,401,428,476,657,695,503,296,209,155,115
322,156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,SB,01/25/2018,344,228,119,134,164,299,698,1050,1135,888,901,917,902,1212,1501,1670,1661,1757,1724,1309,1041,796,676,482
95,32585,East 4 Street,Broadway,Lafayette Street,EB,11/06/2017,93,67,28,32,41,61,97,157,184,178,188,144,136,156,148,184,228,238,283,243,245,226,216,155
293,28262,Ocean Avenue,Crooke Avenue,Caton Avenue,NB,10/10/2019,142,89,62,64,109,265,455,536,471,421,467,403,409,422,451,450,469,451,450,407,356,318,363,201
355,37287,Terrace Drive,East Drive,West Drive,WB,10/09/2014,11,1,5,5,1,12,24,17,426,394,77,57,57,70,58,50,47,43,51,45,23,24,9,10
72,136814,Canal Street,Manhattan Bridge Approach,Bowery,NB,10/11/2014,456,386,321,245,214,226,360,501,654,763,586,583,501,392,417,441,634,580,584,706,696,737,682,654
201,9009379,Myrtle Avenue,Throop Avenue,Tompkins Avenue,EB,11/17/2017,155,82,64,43,39,48,123,236,219,251,316,298,312,273,96,297,368,396,271,273,269,253,222,226
86,139743,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,NB,09/16/2015,998,578,385,339,452,1134,2546,3404,3586,3250,2738,2528,2648,2841,4300,4214,4707,4715,3732,3808,3369,2261,1993,1442
324,107111,Southern Boulevard,East 163 Street,Aldus Street,SB,01/20/2018,161,110,111,76,100,111,109,156,210,252,273,320,269,277,287,330,280,338,301,276,296,272,195,176
