UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
7233990,3747477,09/10/2017,12:20,bea344c1-db27-4d61-96fd-411dd787db7a,Occupant,Unspecified,17653495,41,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
8976151,4067675,01/15/2019,17:38,46456e37-0acf-4b63-960f-12c130e7529c,Occupant,Unspecified,18510872,0,,,,,,,,,Registrant,,,F
7852140,3786103,11/08/2017,12:30,af1e0c08-de20-46b0-8f5b-5a0a139a3235,Occupant,Unspecified,17956103,41,,,,,,,,,Registrant,,,M
9033587,4072804,02/01/2019,6:20,e27a7bf9-5b4f-4b56-b429-0e4594214954,Occupant,Unspecified,18539097,33,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9168781,4088140,02/27/2019,18:50,26b06b74-40a5-48bc-9187-7066b8da9778,Occupant,Unspecified,18606018,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2154959,272791,07/21/2012,3:25,1,Occupant,Injured,13977380,28,,,,,,,,,,,,
6841052,3650619,04/13/2017,14:30,173fd6d6-9f41-4117-9b7b-4912b3afd52a,Occupant,Unspecified,17464999,20,,,,,,,,,Registrant,,,F
6947185,3656252,04/22/2017,11:43,af5d99ef-45aa-48f2-b0af-026942401d1c,Pedestrian,Injured,,14,Not Ejected,Shock,Abdomen - Pelvis,"Front passenger, if two or more persons, including the driver, are in the front seat",None,Does Not Apply,Getting On/Off Vehicle Other Than School Bus,Complaint of Pain,Pedestrian,Driverless/Runaway Vehicle,Unspecified,F
9941573,4158317,06/25/2019,9:00,3737b0c2-7df7-474a-9f8a-f82667c4778f,Occupant,Unspecified,18987135,50,,,,,,,,,Registrant,,,M
9237417,3926690,06/13/2018,19:30,bfb9d7ee-fa6b-4aa1-aea6-f5ab56849955,Occupant,Unspecified,18639795,0,,,,,,,,,Registrant,,,F
7817327,3797927,11/26/2017,17:20,3818899e-85d3-401d-b8bc-7a4fb26622d8,Occupant,Unspecified,17939090,29,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,F
9618327,3942521,07/14/2018,23:30,9be33313-6488-4001-8077-551564e955f5,Occupant,Injured,18827132,23,Not Ejected,Unknown,Elbow-Lower-Arm-Hand,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
10252815,4231121,10/23/2019,14:29,71ba4d3f-40db-448c-899e-1ca6abe358f9,Occupant,Unspecified,19142940,25,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F
7353716,3841292,02/06/2018,11:47,1ad20a27-02a8-42e0-be2b-0364c9a4ac42,Occupant,Unspecified,17712252,0,,,,,,,,,Registrant,,,U
9468623,3964485,08/17/2018,23:10,745f90e8-3a0e-4471-9759-4baf62f5f6dc,Occupant,Unspecified,18753240,35,,,,,,,,,Registrant,,,M
7033986,3697681,06/24/2017,6:55,1063a312-953b-424f-9588-4abb0ebe152e,Occupant,Unspecified,17557650,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7583836,3893599,05/03/2018,9:30,32123206-3562-49a4-bc08-c05b3953182c,Occupant,Unspecified,17825237,0,,,,,,,,,Registrant,,,U
9162136,4108012,04/03/2019,10:03,c2416f32-3d1c-4da0-ab9f-2e611eff625c,Occupant,Unspecified,18602715,45,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
8958493,4073702,01/30/2019,13:30,2c09c3ca-059b-48ad-a4dc-b87a7c1b131b,Occupant,Unspecified,18501907,25,,,,,,,,,Registrant,,,F
1753791,158349,07/02/2013,19:00,1,Occupant,Injured,11563834,34,,,,,,,,,,,,
5798455,3409936,04/14/2016,9:50,367334,Occupant,Unspecified,16969347,,,,,,,,,,Registrant,,,U
7158812,3721175,07/29/2017,4:50,672796ae-51c4-4111-bf5f-0ac81219adef,Occupant,Unspecified,17617315,43,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6740656,3586685,12/24/2016,9:12,3173757,Occupant,Unspecified,17416852,36,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,M
6310524,3529802,09/29/2016,11:00,2137440,Occupant,Unspecified,17211879,0,,,,,,,,,Registrant,,,F
7511263,3869556,03/23/2018,15:00,2cb21f34-523c-49a8-b5a8-c237d58119d8,Occupant,Unspecified,17789614,35,,,,,,,,,Registrant,,,M
7125010,3738215,08/24/2017,22:50,9c23d244-f580-492e-a68e-92b8c2880361,Occupant,Unspecified,17600956,43,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9744815,4050914,12/23/2018,11:45,27dd223b-4903-460b-9737-b6bbed2c9e58,Occupant,Unspecified,18890119,66,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
10276413,4235698,11/01/2019,11:00,9ae9b564-90f1-44e9-958a-2a4254058a80,Occupant,Unspecified,19154715,42,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9316069,4005645,10/22/2018,10:15,7ce07612-99cb-4a9d-b898-e73cde76326f,Occupant,Unspecified,18678380,0,,,,,,,,,Registrant,,,U
10055473,4184883,07/29/2019,17:55,68aa2545-f994-44db-abfb-819b1eb1bb20,Occupant,Unspecified,19043865,51,Not Ejected,Does Not Apply,Does Not Apply,Driver,Other,,,Does Not Apply,Driver,,,F
7027046,3697053,06/23/2017,5:56,36699348-9350-4888-b9fe-2cae3d69569b,Occupant,Unspecified,17554287,51,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
6000685,3448108,05/26/2016,14:30,782930,Occupant,Unspecified,17064785,42,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7719635,3893096,05/03/2018,16:35,256084df-a2c0-49d5-844f-d4e560c2f524,Occupant,Unspecified,17891707,26,,,,,,,,,Registrant,,,F
10263456,4233094,10/31/2019,19:47,94e03688-876a-4be1-a09c-02d01913980a,Occupant,Unspecified,19148236,71,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt,,,Does Not Apply,Passenger,,,F
7633801,3867573,03/22/2018,11:45,cf05a280-4ed9-42e7-8fef-e569aab9d879,Pedestrian,Injured,,30,,Conscious,Back,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway With Traffic,Complaint of Pain,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M
9206729,3935155,07/05/2018,18:45,1d648cd3-786d-4fef-93f6-441d0d65d8f8,Occupant,Unspecified,18624804,23,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
6228125,3479224,07/11/2016,18:45,1213085,Bicyclist,Unspecified,17173371,36,Not Ejected,Does Not Apply,Does Not Apply,Driver,None,,,Does Not Apply,Driver,,,M
5999891,3442656,05/14/2016,18:30,663060,Occupant,Unspecified,17064400,24,,,,,,,,,Registrant,,,M
9431721,3940435,07/13/2018,14:40,5860bd33-8902-4227-8cdb-a3b2794e672d,Occupant,Unspecified,18735094,63,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2191049,290977,07/26/2013,13:40,1,Occupant,Injured,14213365,29,,,,,,,,,,,,
7735082,3755361,09/21/2017,17:00,1dcff658-16a5-47ca-a0d9-73866240203d,Occupant,Unspecified,17899155,23,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
6789438,3659315,04/27/2017,5:30,4278570b-e9cb-49f1-8313-adb961bd3396,Occupant,Unspecified,17440238,0,,,,,,,,,Registrant,,,U
6249143,3514590,09/06/2016,9:30,1862507,Occupant,Unspecified,17183094,,,,,,,,,,Owner,,,
9144967,4100323,03/20/2019,16:00,63789424-cb08-4b53-a083-33a14c2a24dc,Occupant,Unspecified,18594264,54,,,,,,,,,Registrant,,,M
7201990,3721101,07/29/2017,0:20,3950a895-a9f5-4081-8411-13161013f809,Occupant,Unspecified,17638094,52,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
1799865,1028410,09/24/2014,16:26,1,Bicyclist,Injured,11759039,58,,,,,,,,,,,,
11328924,4325815,06/19/2020,1:00,2cc2580a-5c72-4ab1-b230-c1b0e7eaeb66,Occupant,Unspecified,19700655,7239,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7021843,3689009,06/11/2017,15:00,096e0a2c-db06-402f-83ab-a1d45f53e527,Occupant,Unspecified,17551782,24,,,,,,,,,Registrant,,,F
7734134,3759233,09/28/2017,11:50,5f1874a4-ae5b-4243-aa9f-b342186a7c9c,Occupant,Unspecified,17898682,0,,,,,,,,,Registrant,,,
6888445,3631719,03/14/2017,0:05,41dbd92a-a476-4d19-9f68-76729b169e5b,Occupant,Unspecified,17487804,47,,,,,,,,,Registrant,,,M
9042566,4096824,03/11/2019,19:30,3a06097c-a0f8-4e41-946b-6a0c066da1f1,Occupant,Unspecified,18543485,36,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6140680,3620915,02/20/2017,22:25,93bb2a5c-bea4-41cf-adf7-399e6dea3a44,Occupant,Unspecified,17132024,42,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6486358,3483446,07/18/2016,17:55,1259195,Occupant,Unspecified,17295078,40,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6423497,3491453,07/30/2016,15:52,1399331,Occupant,Unspecified,17265151,42,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
10107982,4196906,08/25/2019,23:22,f560fa72-9f3a-4395-bf42-a0c4b696c85e,Occupant,Unspecified,19070347,8,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Does Not Apply,Passenger,,,F
10176462,4213319,09/20/2019,14:30,dcfa28c0-12da-4b4c-ac49-52d96362ffab,Occupant,Unspecified,19104948,33,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6837078,3646991,04/07/2017,22:30,183a3f54-737d-4849-bb0e-da4c7d3206b5,Occupant,Unspecified,17463058,61,,,,,,,,,Registrant,,,M
6433436,3586528,12/23/2016,13:10,3155482,Occupant,Unspecified,17269843,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
9910793,4150767,06/13/2019,9:45,807dea49-c389-43d6-8316-43434206b661,Occupant,Unspecified,18971901,0,,,,,,,,,Registrant,,,U
9103997,4089832,03/01/2019,11:30,f0fa188c-9268-47bb-94f5-68991987e26f,Occupant,Unspecified,18574049,24,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
5966320,3434920,04/30/2016,8:55,571969,Occupant,Unspecified,17048684,22,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
6597666,3544960,10/20/2016,19:05,2416809,Occupant,Unspecified,17348131,32,,,,,,,,,Registrant,,,M
2292173,3350630,12/10/2015,4:00,1,Occupant,Injured,14973308,24,,,,,,,,,,,,
6938082,3699905,06/22/2017,18:00,9f7849af-8449-449a-aeb3-d796e59d0663,Occupant,Unspecified,17511518,32,,,,,,,,,Registrant,,,M
10272712,4234258,11/01/2019,23:00,c210a455-b8bd-4b6e-918f-9f3b1ce5080d,Occupant,Unspecified,19152843,27,Not Ejected,Does Not Apply,Does Not Apply,Unknown,None,,,Does Not Apply,Driver,,,F
9358542,3956765,08/07/2018,10:20,b4176861-e511-4580-acfc-400fd04f57f8,Occupant,Unspecified,18699344,0,,,,,,,,,Registrant,,,U
7297457,3823629,01/07/2018,20:25,8c4d7265-62ca-4bed-b01f-9d38624fae72,Occupant,Unspecified,17684553,37,,,,,,,,,Registrant,,,M
9819056,4127145,05/06/2019,20:25,95e3f344-b754-4a58-8c42-c5ce1b3ab4b3,Occupant,Unspecified,18926589,55,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
8999861,4073729,02/02/2019,14:48,74cf99c3-b9c3-4d52-b1e4-c0a277f8f175,Occupant,Unspecified,18522553,67,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
7053995,3696574,06/22/2017,14:45,94060c2f-3c3a-46aa-a82c-f9afe3255e99,Occupant,Unspecified,17567177,60,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
7030963,3637941,03/24/2017,5:30,81f93fe7-fb25-4a2b-ab4c-f70fc466516c,Occupant,Unspecified,17556166,38,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9928004,4155016,06/18/2019,14:30,951e8197-a9db-4d72-87b5-fde2ee0e04c7,Occupant,Unspecified,18980402,44,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
6636342,3493547,08/02/2016,21:30,1431240,Occupant,Injured,17366608,20,Not Ejected,Conscious,Elbow-Lower-Arm-Hand,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Complaint of Pain,Passenger,,,F
7316171,3830292,01/17/2018,11:30,748cea05-ab2b-4555-95bd-4ee7e45f296e,Occupant,Unspecified,17693735,0,,,,,,,,,Registrant,,,
10191509,4216500,10/02/2019,12:45,bf1ac334-afd2-409f-a373-46cc966e572c,Occupant,Unspecified,19112421,30,,,,,,,,,Registrant,,,F
6283967,3482792,07/19/2016,7:00,1263578,Occupant,Unspecified,17199363,,,,,,,,,,Registrant,,,U
1698354,144547,02/15/2014,14:35,3,Occupant,Injured,11261691,11,,,,,,,,,,,,
6091215,3605409,01/27/2017,9:30,595f9c04-fe9c-47f8-aa4b-3cd200d057ce,Occupant,Unspecified,17108036,0,,,,,,,,,Registrant,,,U
9621254,3967371,08/24/2018,17:00,67847031-2fe4-4d39-82e1-07824e6903b4,Occupant,Unspecified,18828551,,,,,,,,,,Registrant,,,U
6090829,3604041,07/07/2016,19:30,98cee3dd-2cdb-4cb7-ad28-0656fd3b2497,Occupant,Unspecified,,,,,,,,,,,Witness,,,
7512814,3872318,03/29/2018,13:50,12421761-32dc-4498-ae93-ee8fa5be2680,Occupant,Unspecified,17790361,56,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7045276,3688174,06/10/2017,15:05,7a679c35-3539-4bbe-b278-3a3988ad7874,Occupant,Unspecified,17563030,49,,,,,,,,,Registrant,,,M
9795110,4124062,05/01/2019,16:24,4b2fcb6f-3c1a-45c8-b6a0-ee9c93afbdda,Pedestrian,Injured,,65,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Complaint of Pain or Nausea,Pedestrian,Unspecified,Unspecified,F
7378342,3840449,02/03/2018,19:30,977b899a-8ab5-49a2-a622-903845d315d6,Occupant,Unspecified,17724374,34,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7788718,3758264,09/22/2017,15:45,7dc7c1a7-5d52-408b-8f75-0725bf3332fb,Occupant,Unspecified,17925146,61,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,U
6604608,3525739,09/19/2016,9:20,2065933,Occupant,Unspecified,17351465,35,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
7929495,3796103,11/23/2017,19:20,8d6b733d-0f17-4781-b98c-ccd1fdcc35a6,Occupant,Unspecified,17994131,31,,,,,,,,,Registrant,,,M
9529612,4020610,11/14/2018,10:50,8a94faea-e4df-4676-97be-f4acd530186d,Occupant,Unspecified,18783232,53,,,,,,,,,Registrant,,,M
5807229,3427121,04/12/2016,17:30,345580,Occupant,Unspecified,16973610,37,Does Not Apply,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
10264860,4232765,10/31/2019,11:20,b6458043-af82-4835-86c1-3272416012a1,Occupant,Unspecified,,,,,,,,,,,Witness,,,
7034952,3691943,06/15/2017,10:00,0c5a58af-19a6-4175-b091-95c3fe9dbf35,Occupant,Unspecified,17558103,37,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2191775,3108294,05/06/2014,18:30,1,Occupant,Injured,14219454,61,,,,,,,,,,,,
10271638,4234037,10/30/2019,14:00,2beb6eb6-43ed-4710-9331-1f51601d9210,Occupant,Unspecified,19152291,35,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F
6980229,3629258,03/09/2017,15:31,a115429d-2c01-4850-9901-50022ffc57d8,Occupant,Unspecified,17531839,0,,,,,,,,,Registrant,,,U
7081723,3703333,07/01/2017,19:23,c9aa0af0-a4b2-4aa5-8b2c-9f8786671496,Occupant,Unspecified,17580383,39,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,U
5750117,4022130,04/03/2016,13:42,255008,Occupant,Unspecified,16945581,72,Not Ejected,Conscious,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7816638,3805863,12/07/2017,9:03,8a437741-0deb-4fe6-978e-135e5444c6c3,Occupant,Unspecified,17938738,0,,,,,,,,,Registrant,,,M
2237410,3158923,01/25/2015,9:30,1,Occupant,Injured,14548570,83,,,,,,,,,,,,
6135859,3617515,02/17/2017,12:19,8112faa1-29a2-46cf-b3ce-505b8787dd87,Occupant,Unspecified,17129648,2,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Does Not Apply,Passenger,,,F
5968486,3434242,05/02/2016,14:15,542960,Occupant,Unspecified,17049679,,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Does Not Apply,Passenger,,,F
6401508,3473199,07/03/2016,11:30,3068054,Occupant,Unspecified,17254772,84,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
2302442,3388907,02/13/2016,17:30,1,Occupant,Injured,15049186,20,,,,,,,,,,,,
6060480,3597229,01/12/2017,14:25,684e004f-e4d2-4e5f-be37-8fca99beb7c1,Occupant,Unspecified,17093155,19,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7128374,3724907,07/30/2017,16:21,70a8f88f-09ac-415f-b4b7-20187119140c,Occupant,Unspecified,,,,,,,,,,,Witness,,,
6677641,3560244,11/13/2016,15:20,2677486,Occupant,Unspecified,17386522,41,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
6411734,3498233,08/10/2016,18:15,1531381,Occupant,Unspecified,17259640,59,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9590359,4049103,12/20/2018,18:26,28784752-606e-4e95-a178-5400d090dce0,Occupant,Unspecified,18813442,32,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
7170802,3741209,09/02/2017,3:30,dff581ff-b897-4f16-b877-dea45b08f309,Occupant,Unspecified,17623064,59,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
9042595,4084639,02/16/2019,17:25,b65f4d73-8ad6-4963-adf0-b337590fc029,Occupant,Unspecified,18543498,0,,,,,,,,,Registrant,,,M
9008410,4076203,02/07/2019,3:15,7a0a1a88-d115-432b-adf4-725fe7606425,Occupant,Unspecified,18526680,0,,,,,,,,,Registrant,,,M
6011089,3435483,04/14/2016,14:40,569956,Occupant,Unspecified,17069659,1,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Does Not Apply,Passenger,,,M
6581014,3544000,10/19/2016,17:45,2386123,Occupant,Unspecified,17340156,25,,,,,,,,,Registrant,,,M
10198770,4217469,10/04/2019,9:00,24c192e4-6a81-424b-9f7f-edaba5764dac,Occupant,Unspecified,19116025,51,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
7538141,3898447,05/10/2018,10:14,ce605f87-b9db-4cf5-9955-5fa619902a0b,Occupant,Unspecified,17802786,,,,,,,,,,Registrant,,,
5935630,3439629,05/04/2016,18:30,621354,Occupant,Unspecified,17034305,61,,,,,,,,,Registrant,,,M
9757832,4116317,04/17/2019,9:05,5b04fe39-af0c-4502-8fe4-e9363d8f2fb9,Occupant,Unspecified,18896448,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
7666077,3788338,11/11/2017,16:40,7653bfb3-43f7-4aaf-8cff-bbe6564c1f1e,Occupant,Unspecified,17865494,71,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,F
7428367,3860512,03/11/2018,21:54,48f8fe2d-58aa-48bb-ba44-f736cecbaf89,Occupant,Unspecified,17748769,76,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
6516828,3506805,08/23/2016,18:02,1692011,Occupant,Unspecified,17309591,50,,,,,,,,,Registrant,,,M
1725575,150000,05/21/2013,22:10,2,Occupant,Injured,11403101,14,,,,,,,,,,,,
9122218,3995040,10/06/2018,18:53,d91d76f8-8a05-4f0d-a1f1-d8bdca5df855,Occupant,Unspecified,18583094,55,,,,,,,,,Registrant,,,M
9659781,4028177,11/18/2018,1:15,5a111f66-43c0-45fd-bff4-12e747c0faa8,Occupant,Unspecified,18847684,27,,,,,,,,,Registrant,,,M
7624014,3890630,04/29/2018,16:30,836ef91b-2f49-490e-951c-868301b4a09a,Occupant,Unspecified,17844903,35,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
6957450,3657465,04/25/2017,23:56,08fecaa7-ed14-4594-99bc-ae8d4b488f1a,Occupant,Unspecified,17520830,25,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
7911185,3817206,12/28/2017,20:50,e5f14225-969c-4d0a-af15-659575fcda7f,Occupant,Unspecified,17985161,54,,,,,,,,,Registrant,,,M
9165848,4099063,03/18/2019,21:17,66deb679-e891-472b-8d59-34ba624901cf,Occupant,Unspecified,18604586,32,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M
5785357,3409880,04/07/2016,12:25,416552,Occupant,Unspecified,16962895,,,,,,,,,,Registrant,,,M
6526108,3542314,10/17/2016,16:52,2362547,Occupant,Unspecified,17313993,59,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6386902,3563043,11/17/2016,17:00,2731944,Occupant,Unspecified,17247902,43,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Harness,,,Does Not Apply,Passenger,,,F
9631660,4050755,12/21/2018,11:35,aace90bc-996d-46ab-9bec-a35725ce124c,Occupant,Unspecified,18833698,0,,,,,,,,,Registrant,,,U
10093621,4193762,08/24/2019,4:25,740bfda1-681b-433f-86df-3d9be996a10d,Occupant,Unspecified,19063130,29,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
9526993,3908578,05/24/2018,18:20,d3c38fbc-d997-4f0a-b273-e8f3927d143b,Occupant,Unspecified,18781939,22,,,,,,,,,Registrant,,,F
7113964,3717977,07/20/2017,20:45,65c03327-fe0c-4f52-944f-5b578c5373a7,Occupant,Unspecified,17595699,54,,,,,,,,,Registrant,,,M
7505905,3867723,03/22/2018,8:45,d60712e5-7851-4bb1-a5bf-caaab90273c0,Occupant,Unspecified,17786967,44,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
6446231,3555506,11/07/2016,1:25,2602733,Occupant,Unspecified,17275945,23,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
7013201,3686303,06/07/2017,21:20,1c192b70-e513-4b06-9dba-1a518c0cfca3,Occupant,Unspecified,17547659,32,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
7840496,3798177,11/24/2017,13:10,b251ea24-9679-41ed-8994-49ddbcbe0334,Occupant,Unspecified,17950444,0,,,,,,,,,Registrant,,,U
7662425,3810038,12/15/2017,0:55,f7542257-c55b-49bc-8e63-bd48cfb69cec,Occupant,Unspecified,17863745,56,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
7262066,3744553,09/05/2017,9:30,7dae1aa4-b94a-46d3-a105-0cf5828edf07,Occupant,Unspecified,17667155,117,,,,,,,,,Registrant,,,U
7830873,3779783,10/29/2017,20:00,83b16188-0316-475b-b846-f8cd7381c864,Occupant,Unspecified,17945746,0,,,,,,,,,Registrant,,,
6339314,3483031,07/14/2016,5:43,1259232,Occupant,Unspecified,17225379,61,,,,,,,,,Registrant,,,M
5820433,3425808,04/09/2016,18:18,316984,Occupant,Unspecified,16980170,33,Not Ejected,Conscious,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
6851494,3652667,04/17/2017,7:40,14190d2b-9cf6-4667-84ae-76d3b3e355e7,Occupant,Unspecified,17470022,0,,,,,,,,,Registrant,,,U
9116719,4075409,02/05/2019,16:30,926d3c06-4314-4aaf-a916-083ab5b48fc5,Occupant,Unspecified,18580391,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
